CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster,PreferredChannels,ContentType
94,41,Male,144477,Student,West,Checking,3,10809,95,8514,5569,Branch,7,No,271,3745,46591,0.7390600525252848,394,Good,0.5476769640945495,41-50,100K-150K,False,0.0087889721528356,41-60%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
95,43,Female,83620,Student,East,Savings,1,29685,349,6126,9069,Online,11,No,4995,2917,34037,0.8204043153678048,773,Poor,0.0575813968983224,41-50,80K-100K,False,0.0117567795182752,0-20%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
96,42,Female,107688,Unemployed,West,Savings,2,1269,75,4715,4801,Branch,5,Yes,12822,918,25613,0.7327787325265918,544,Poor,0.0852051358973908,41-50,100K-150K,False,0.0591016548463357,0-20%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
97,62,Female,109627,Professional,East,Checking,2,14365,302,6486,7660,Online,14,No,11064,2769,44048,0.0782150993168157,536,Average,0.5360123277518113,61-70,100K-150K,False,0.0210233205708318,41-60%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
98,58,Male,20511,Self-Employed,North,Checking,4,18538,39,8379,3155,Branch,9,Yes,7023,785,11785,0.293470775576528,673,Poor,0.9569693271151144,51-60,20K-40K,False,0.0021037868162692,81-100%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
99,46,Female,132850,Retired,South,Savings,2,49737,390,5178,185,Online,20,Yes,15782,1017,54232,0.5399605595139133,635,Good,0.0793908792214515,41-50,100K-150K,True,0.0078412449484287,0-20%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
100,32,Male,57850,Professional,East,Checking,3,31468,224,579,4290,Mobile,20,Yes,12627,980,17451,0.0618611515455794,435,Poor,0.5548292843172498,31-40,40K-60K,False,0.0071183424431168,41-60%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
101,62,Female,141548,Unemployed,West,Savings,1,25284,203,408,8337,Online,26,Yes,6702,4194,23343,0.3987086653157605,523,Average,0.5086890078505217,61-70,100K-150K,False,0.0080287929125138,41-60%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
102,18,Male,102172,Unemployed,North,Checking,4,33744,110,6898,8173,Branch,25,Yes,1034,3263,56898,0.210107794226148,456,Poor,0.6154002376620763,Unknown,100K-150K,True,0.0032598387861545,61-80%,Low,1,['Unknown'],General content.
103,42,Female,106053,Student,West,Checking,3,23020,492,639,2183,Mobile,20,Yes,11505,3216,7846,0.6519075850138928,553,Good,0.8795597928159689,41-50,100K-150K,False,0.0213727193744569,81-100%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
104,24,Male,51786,Retired,Central,Checking,1,7772,336,7409,8301,Online,20,Yes,16717,2129,45829,0.0984598034657073,556,Average,0.4728930796472566,18-30,40K-60K,False,0.0432321152856407,41-60%,Very Low,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
105,26,Female,94356,Professional,Central,Checking,4,36116,56,189,3039,Branch,24,No,17072,2825,88362,0.7864935895449993,364,Average,0.5691464441145911,18-30,80K-100K,True,0.0015505593088935,41-60%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
106,41,Male,56244,Student,South,Savings,3,43943,21,2460,9342,Branch,6,No,1907,967,93710,0.5708111802329362,421,Good,0.5765242349023453,41-50,40K-60K,True,0.0004778918143959,41-60%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
107,18,Female,94714,Retired,South,Checking,2,39826,346,8471,8882,Online,7,No,9151,1618,83332,0.3730002381672345,649,Average,0.140246193514579,Unknown,80K-100K,True,0.0086877918947421,0-20%,Low,0,['Unknown'],General content.
108,61,Male,87261,Self-Employed,North,Checking,4,5522,13,648,8323,Mobile,4,Yes,15018,2916,52167,0.1400000254151872,552,Good,0.250795599732512,61-70,80K-100K,True,0.0023542194856935,21-40%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
109,25,Female,38477,Self-Employed,Central,Checking,2,3163,184,101,4241,Branch,17,No,10613,3809,79121,0.671599095377238,656,Average,0.2182716769630731,18-30,20K-40K,True,0.0581726209294973,21-40%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
110,41,Female,66533,Student,East,Savings,4,47642,7,1157,671,Branch,4,No,7826,3264,86680,0.8388336632951108,708,Good,0.3247844280606491,41-50,60K-80K,True,0.0001469291801351,21-40%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
111,28,Female,54469,Professional,Central,Checking,1,16577,282,7852,7335,Branch,20,No,10902,1807,54847,0.8480676297729514,617,Poor,0.2313853145665094,18-30,40K-60K,True,0.017011521988297,21-40%,Very High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
112,68,Male,28496,Retired,South,Savings,4,5163,186,5726,8308,Mobile,14,Yes,3787,1770,34527,0.1292188771201365,661,Poor,0.3416015891907589,61-70,20K-40K,False,0.0360255665310865,21-40%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
113,34,Male,140522,Self-Employed,West,Savings,4,44750,296,5145,1640,Mobile,18,No,12247,1385,52547,0.9802617254090906,595,Average,0.6664881956196336,31-40,100K-150K,True,0.0066145251396648,61-80%,Very High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
114,25,Male,32270,Self-Employed,North,Checking,3,16172,171,4311,4148,Branch,8,No,19305,2074,9542,0.3208034194347495,536,Good,0.2974818741953974,18-30,20K-40K,False,0.0105738313133811,21-40%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
115,52,Male,96008,Professional,Central,Savings,4,38254,255,2261,1178,Branch,27,Yes,13969,111,88570,0.2410073748165475,303,Average,0.4887309992555491,51-60,80K-100K,True,0.0066659695718094,41-60%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
116,52,Male,40724,Student,East,Checking,1,15295,278,8230,1485,Mobile,5,No,4484,1401,38020,0.3706833882635962,646,Average,0.9040069883626892,51-60,40K-60K,False,0.0181758744687806,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
117,50,Female,50416,Unemployed,East,Checking,3,14737,85,9857,230,Mobile,14,Yes,1818,132,26551,0.4264912750208646,692,Poor,0.9133491900035936,41-50,40K-60K,False,0.0057677953450498,81-100%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
118,22,Male,55575,Retired,East,Checking,2,11853,31,694,2645,Online,9,Yes,15148,4638,57096,0.5854010587947093,392,Good,0.8929250203557035,18-30,40K-60K,True,0.0026153716358727,81-100%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
119,59,Female,101190,Self-Employed,North,Savings,4,43926,122,6722,6822,Online,21,Yes,3332,4619,32714,0.5497825105674471,341,Average,0.4162545838148435,51-60,100K-150K,False,0.0027773983517734,41-60%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
120,56,Female,96614,Unemployed,East,Savings,1,27927,231,6107,7552,Online,20,No,9000,2751,17598,0.1679206759700374,799,Poor,0.7021343715267493,51-60,80K-100K,False,0.0082715651520034,61-80%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
121,58,Male,113566,Professional,East,Savings,1,19810,356,5371,6891,Online,3,No,13050,3309,19641,0.279221471146057,586,Good,0.2968781188542965,51-60,100K-150K,False,0.0179707218576476,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
122,45,Female,140989,Student,Central,Checking,4,17097,199,7427,2523,Branch,26,No,4488,3184,26764,0.7419012089209923,525,Average,0.7402273712917352,41-50,100K-150K,False,0.0116394689126747,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
123,24,Male,93108,Retired,North,Checking,4,22895,145,7616,4840,Branch,26,Yes,16947,1138,14712,0.214170545574506,596,Average,0.9571170314552648,18-30,80K-100K,False,0.0063332605372352,81-100%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
124,26,Male,37408,Professional,West,Savings,2,37951,277,6925,7581,Online,17,Yes,6014,4364,70932,0.6931969070982966,767,Poor,0.8518220645373953,18-30,20K-40K,True,0.0072988854048641,81-100%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
125,25,Male,147192,Student,West,Savings,2,28253,321,4382,9633,Branch,27,No,8679,579,19890,0.7571570676175394,840,Poor,0.2133462205193367,18-30,100K-150K,False,0.0113616253141259,21-40%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
126,29,Female,39359,Professional,East,Checking,2,39679,406,6582,9085,Mobile,23,No,5021,3139,75725,0.7533380346957145,503,Good,0.5155758449909079,18-30,20K-40K,True,0.0102321127044532,41-60%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
127,51,Male,28698,Self-Employed,South,Savings,2,14964,247,7436,7537,Mobile,25,No,14263,986,53017,0.7405247728365042,593,Good,0.8527616653064135,51-60,20K-40K,True,0.0165062817428495,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
128,50,Male,90392,Self-Employed,North,Checking,2,13912,21,5020,3644,Online,18,Yes,17430,3754,78900,0.2595181960188573,455,Good,0.8115578359165446,41-50,80K-100K,True,0.0015094882116158,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
129,65,Male,113063,Unemployed,South,Checking,2,38976,188,152,3715,Branch,4,Yes,8526,4732,47561,0.4215085813817538,529,Average,0.3387564504614516,61-70,100K-150K,False,0.0048234811165845,21-40%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
130,40,Female,59492,Professional,North,Savings,3,41946,52,356,4190,Mobile,24,Yes,16168,4727,16253,0.4689623666332003,440,Poor,0.929259227109108,31-40,40K-60K,False,0.0012396891241119,81-100%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
131,41,Male,94781,Self-Employed,North,Checking,3,12116,20,5791,2634,Branch,9,No,1507,4324,95291,0.9476296052050244,449,Average,0.8385641482259792,41-50,80K-100K,True,0.0016507098052162,81-100%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
132,54,Female,63634,Student,Central,Checking,1,37660,474,7855,2956,Mobile,11,Yes,11955,1294,72075,0.3291089127057705,425,Average,0.0516156622101893,51-60,60K-80K,True,0.0125862984599044,0-20%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
133,52,Female,137255,Unemployed,East,Savings,3,47054,413,2193,5980,Branch,9,Yes,10245,3669,66566,0.9381695244584298,771,Poor,0.9926685722926112,51-60,100K-150K,True,0.0087771496578399,81-100%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
134,61,Male,62864,Retired,Central,Savings,4,7599,197,8306,8945,Mobile,6,No,6705,2720,31225,0.8734820690011452,639,Poor,0.6636799430133407,61-70,60K-80K,False,0.0259244637452296,61-80%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
135,57,Female,114482,Professional,South,Savings,4,9646,287,2996,6291,Mobile,18,No,7614,171,23747,0.7650364517195424,555,Average,0.7795325638713042,51-60,100K-150K,False,0.0297532656023222,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
136,39,Female,57355,Self-Employed,South,Checking,4,24038,18,2775,4542,Mobile,1,No,5413,2578,64379,0.6873718203563239,631,Good,0.2187241000285121,31-40,40K-60K,True,0.000748814377236,21-40%,High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
137,44,Male,57690,Student,West,Checking,1,20630,352,4207,5513,Online,4,Yes,2304,4758,31653,0.4959444761025069,656,Average,0.992561649727683,41-50,40K-60K,False,0.0170625302956858,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
138,52,Male,57814,Professional,Central,Savings,3,14222,371,2148,2510,Branch,6,No,12479,444,68361,0.118468254847499,464,Poor,0.5484840899124142,51-60,40K-60K,True,0.0260863450991421,41-60%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
139,18,Male,51645,Student,Central,Checking,4,5304,232,2224,7756,Online,18,No,1861,2981,73213,0.4863415524522843,799,Average,0.6748273572158939,Unknown,40K-60K,True,0.0437405731523378,61-80%,Medium,1,['Unknown'],General content.
140,52,Female,104814,Unemployed,Central,Savings,3,33689,120,3885,5243,Branch,22,Yes,870,555,61281,0.0239897796849849,566,Average,0.4842670893105351,51-60,100K-150K,True,0.003561993529045,41-60%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
141,54,Male,92739,Self-Employed,West,Checking,4,39200,377,9287,3709,Mobile,17,Yes,19617,3312,8601,0.4890585064374182,552,Poor,0.8491058556860527,51-60,80K-100K,False,0.0096173469387755,81-100%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
142,64,Female,76630,Self-Employed,Central,Checking,2,36618,495,3049,781,Online,29,No,2004,3822,74031,0.6314406213017393,576,Good,0.2535874397023157,61-70,60K-80K,True,0.0135179419957398,21-40%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
143,31,Female,68171,Unemployed,Central,Checking,3,23007,310,7084,1218,Mobile,16,No,8595,3279,75743,0.4023692198601418,807,Good,0.1115928933650614,31-40,60K-80K,True,0.0134741600382492,0-20%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
144,20,Female,41658,Student,Central,Checking,3,45297,228,1765,4576,Online,22,Yes,8253,546,63428,0.1256652322273966,512,Average,0.6236491489832674,18-30,40K-60K,True,0.005033445923571,61-80%,Very Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
145,18,Female,143980,Professional,Central,Checking,4,15630,33,6318,4848,Branch,21,No,13188,802,4202,0.6961226914795428,402,Poor,0.0284182256568735,Unknown,100K-150K,False,0.0021113243761996,0-20%,High,1,['Unknown'],General content.
146,22,Female,146541,Student,South,Savings,3,35489,469,2998,3074,Branch,18,Yes,13404,2011,88546,0.8420820419654504,551,Poor,0.0397446048848613,18-30,100K-150K,True,0.0132153625066922,0-20%,Very High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
147,43,Male,128132,Professional,East,Savings,2,19410,32,7541,5955,Branch,12,No,18646,1521,45673,0.6414989007168083,774,Good,0.2119881229348067,41-50,100K-150K,False,0.0016486347243688,21-40%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
148,31,Male,35797,Unemployed,South,Checking,4,48068,493,9623,1402,Mobile,27,Yes,16880,1188,58544,0.5796397869472893,564,Average,0.0062763135949077,31-40,20K-40K,True,0.0102563035699425,0-20%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
149,56,Female,78799,Retired,Central,Savings,2,18534,409,5936,5384,Online,20,Yes,19837,1158,33409,0.4234946149058621,595,Poor,0.0725456909464953,51-60,60K-80K,False,0.0220675515269234,0-20%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
150,44,Female,138301,Professional,North,Savings,4,35197,412,2903,2000,Online,9,No,11798,2503,46055,0.672111410464764,606,Poor,0.4080632094898093,41-50,100K-150K,False,0.0117055430860584,41-60%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
151,26,Male,118342,Self-Employed,North,Checking,3,1648,50,1345,1182,Online,18,Yes,16146,1442,85736,0.3140653801781181,539,Good,0.3938577148166042,18-30,100K-150K,True,0.0303398058252427,21-40%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
152,32,Male,116494,Self-Employed,West,Checking,4,34123,64,2425,8733,Online,5,No,15695,3857,45156,0.5796675473533315,637,Poor,0.5714412553932746,31-40,100K-150K,False,0.0018755677988453,41-60%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
153,32,Female,72236,Self-Employed,South,Checking,1,3823,359,7625,3883,Online,3,Yes,12626,1961,66000,0.3334212545177233,705,Average,0.2582051017782347,31-40,60K-80K,True,0.0939053099659952,21-40%,Low,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
154,43,Female,26265,Student,West,Savings,4,9157,152,8976,2741,Online,2,No,12364,3462,83996,0.6174624797788597,840,Good,0.3677417835857378,41-50,20K-40K,True,0.0165993229223544,21-40%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
155,59,Male,147119,Student,West,Savings,3,16581,56,2465,1900,Branch,26,No,17443,3862,83086,0.466704930061392,451,Average,0.7264484840889546,51-60,100K-150K,True,0.0033773596284904,61-80%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
