CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster
254,28,Male,26385,Unemployed,North,Checking,4,17738,34,3106,9152,Online,2,No,10803,312,15751,0.4934880328589187,323,Average,0.1940753453299485,18-30,20K-40K,False,0.0019167888149735,0-20%,Medium,1
256,33,Male,142684,Unemployed,Central,Savings,4,36040,396,1315,5920,Online,23,Yes,8440,2388,27056,0.5737248216860279,467,Poor,0.241765383573689,31-40,100K-150K,False,0.0109877913429522,21-40%,Medium,1
259,23,Male,123784,Student,West,Savings,4,28014,408,3485,646,Online,23,Yes,14478,2052,64107,0.1207183007905228,809,Average,0.0216737168301085,18-30,100K-150K,True,0.0145641464981794,0-20%,Very Low,1
264,53,Male,119254,Self-Employed,South,Checking,3,1608,63,7816,2218,Branch,16,Yes,9364,1854,23659,0.4294838119234722,754,Average,0.1154556628603019,51-60,100K-150K,False,0.0391791044776119,0-20%,Medium,1
265,36,Male,28250,Student,South,Checking,3,28256,450,1638,8685,Mobile,16,Yes,13662,2644,12101,0.6607830811140781,714,Good,0.2086557700873429,31-40,20K-40K,False,0.0159258210645526,21-40%,High,1
269,37,Female,100589,Unemployed,Central,Savings,4,27754,218,1618,4865,Online,7,No,14354,283,14256,0.7032116147741438,789,Poor,0.5723973926269582,31-40,100K-150K,False,0.0078547236434387,41-60%,High,1
270,49,Female,77645,Self-Employed,North,Savings,4,5874,267,5302,4419,Mobile,7,No,5904,1368,66982,0.6515294413615337,597,Average,0.3246847338050291,41-50,60K-80K,True,0.0454545454545454,21-40%,High,1
271,24,Male,76997,Unemployed,North,Savings,4,5996,328,1842,3625,Mobile,12,Yes,16972,1414,74492,0.4764213737738754,314,Good,0.8464132732087278,18-30,60K-80K,True,0.0547031354236157,81-100%,Medium,1
272,69,Male,47426,Self-Employed,East,Savings,4,22307,28,9994,583,Online,1,No,18911,1792,84680,0.9456261015651354,382,Good,0.1534154231331926,61-70,40K-60K,True,0.0012552113686286,0-20%,Very High,1
273,58,Male,137632,Self-Employed,West,Checking,3,47465,358,4274,6437,Branch,2,Yes,19639,1029,90254,0.0108514865394582,648,Poor,0.826140205291389,51-60,100K-150K,True,0.0075423996629095,81-100%,Very Low,1
274,50,Male,132637,Self-Employed,South,Savings,4,9173,301,1431,8603,Online,17,Yes,7563,2340,72608,0.6983878160565682,455,Poor,0.6168783627817906,41-50,100K-150K,True,0.0328136923580071,61-80%,High,1
279,18,Male,79232,Student,East,Savings,3,1738,309,560,9485,Mobile,26,Yes,18315,808,68510,0.0239250654176143,570,Poor,0.7514352706556139,,60K-80K,True,0.1777905638665132,61-80%,Very Low,1
281,45,Female,129211,Unemployed,North,Savings,3,24871,213,4040,8555,Branch,11,Yes,5646,4911,88980,0.8456662615619466,716,Poor,0.2264188524952165,41-50,100K-150K,True,0.0085641912267299,21-40%,Very High,1
282,42,Female,114897,Retired,East,Checking,3,11892,49,3764,5036,Mobile,12,No,17614,819,13132,0.6569099132086221,476,Poor,0.0451151535385762,41-50,100K-150K,False,0.0041204170871173,0-20%,High,1
284,40,Female,36007,Professional,North,Checking,3,1657,366,6830,6569,Online,14,Yes,2655,4482,62433,0.407355039179878,594,Poor,0.3151930806605078,31-40,20K-40K,True,0.2208811104405552,21-40%,Medium,1
285,48,Female,99777,Student,East,Checking,4,24696,254,6797,2699,Branch,21,No,5757,2941,24720,0.4469870811906649,324,Average,0.4146532371605486,41-50,80K-100K,False,0.0102850664075153,41-60%,Medium,1
286,47,Male,64858,Self-Employed,South,Checking,4,20110,465,3268,4787,Branch,1,Yes,4521,1863,9607,0.6638207874488731,615,Average,0.4638809823003905,41-50,60K-80K,False,0.02312282446544,41-60%,High,1
287,59,Female,65073,Student,North,Checking,4,10301,11,8458,4539,Branch,9,Yes,1823,3865,7531,0.1806575943535079,363,Poor,0.7927972762491913,51-60,60K-80K,False,0.0010678574895641,61-80%,Very Low,1
288,52,Female,109438,Self-Employed,North,Checking,3,23572,263,6441,6027,Mobile,3,No,9565,2821,63182,0.2880476127685671,643,Average,0.7169846645625542,51-60,100K-150K,True,0.0111573052774478,61-80%,Low,1
289,24,Female,110042,Retired,East,Savings,4,31335,92,7882,1227,Branch,7,No,11979,884,61545,0.8603686115415725,597,Good,0.7793653861534775,18-30,100K-150K,True,0.0029360140418062,61-80%,Very High,1
292,65,Female,82969,Unemployed,South,Checking,3,42106,193,3849,7213,Branch,11,No,12355,3903,43381,0.358709623062986,724,Poor,0.8779006845263178,61-70,80K-100K,False,0.0045836697857787,81-100%,Low,1
293,69,Female,33065,Retired,North,Checking,3,46015,459,1653,7065,Online,16,Yes,9773,1147,9184,0.6362435862174081,754,Average,0.3734342749493567,61-70,20K-40K,False,0.0099750081495164,21-40%,High,1
294,66,Male,130951,Unemployed,West,Savings,4,40570,34,4709,7062,Online,26,Yes,13130,1647,25044,0.1725165250293516,559,Poor,0.3346644999507572,61-70,100K-150K,False,0.0008380576780872,21-40%,Very Low,1
298,29,Female,38443,Unemployed,West,Savings,4,38997,373,2561,3041,Branch,20,No,5044,486,13675,0.4187039487914991,713,Average,0.4587295759142406,18-30,20K-40K,False,0.0095648383208964,41-60%,Medium,1
299,22,Male,29290,Self-Employed,North,Checking,3,32732,204,2638,7037,Branch,24,No,19592,4121,46496,0.3756113144203383,493,Poor,0.9873140875104898,18-30,20K-40K,False,0.0062324330929976,81-100%,Low,1
300,54,Male,20211,Retired,South,Savings,4,28951,11,7483,6405,Online,8,No,13156,4462,98295,0.5781923352566535,381,Poor,0.7700174465667254,51-60,20K-40K,True,0.0003799523332527,61-80%,Medium,1
302,26,Female,39072,Student,North,Savings,4,45598,390,3690,2174,Online,2,Yes,10394,3757,32203,0.5896546609695039,543,Poor,0.8208531475196096,18-30,20K-40K,False,0.0085530067108206,81-100%,Medium,1
303,58,Female,63290,Student,North,Checking,3,49264,175,1856,9531,Branch,8,Yes,11003,2629,73476,0.5199231657047048,611,Good,0.2860326009556334,51-60,60K-80K,True,0.0035522897044494,21-40%,Medium,1
305,36,Female,35115,Self-Employed,West,Savings,4,34689,32,2831,3477,Mobile,12,No,3438,4673,5389,0.7847769270428194,486,Average,0.9405940499106226,31-40,20K-40K,False,0.0009224826313817,81-100%,High,1
306,65,Male,25149,Retired,West,Savings,3,22171,112,8272,1934,Mobile,27,Yes,16188,3044,91347,0.0428702058725454,520,Average,0.0617039257722794,61-70,20K-40K,True,0.005051644039511,0-20%,Very Low,1
307,33,Male,61992,Professional,North,Checking,4,30483,151,7472,9163,Mobile,5,No,9085,1241,36877,0.2695611513931901,468,Good,0.5692979495264552,31-40,60K-80K,False,0.0049535806843158,41-60%,Low,1
308,20,Female,37716,Retired,East,Savings,4,29115,288,8779,6443,Online,2,No,10239,2886,49731,0.4954520278353777,790,Average,0.3360743902535617,18-30,20K-40K,False,0.0098918083462132,21-40%,Medium,1
309,37,Male,117724,Retired,North,Checking,3,23154,103,2048,7320,Mobile,12,No,15925,632,61126,0.912770951567105,334,Good,0.7231115310341526,31-40,100K-150K,True,0.0044484754254124,61-80%,Very High,1
310,41,Female,33621,Student,East,Checking,3,41617,80,468,4275,Online,6,No,15213,4989,7878,0.0720729115281971,770,Average,0.2548146871433856,41-50,20K-40K,False,0.0019222913713146,21-40%,Very Low,1
311,50,Male,26820,Student,South,Savings,4,21413,96,1058,9584,Online,27,No,13464,2459,3927,0.5837323831873947,681,Average,0.7642216979466075,41-50,20K-40K,False,0.004483257834026,61-80%,Medium,1
313,69,Male,133065,Retired,North,Checking,4,10279,234,6963,9939,Mobile,4,Yes,1149,444,67534,0.0121814058939974,373,Poor,0.5127815683498762,61-70,100K-150K,True,0.02276486039498,41-60%,Very Low,1
314,28,Male,62800,Retired,Central,Checking,3,28742,202,9927,9917,Online,10,No,6626,2609,96333,0.8666934734266759,576,Good,0.769984996043406,18-30,60K-80K,True,0.0070280425857629,61-80%,Very High,1
316,25,Male,50399,Unemployed,North,Checking,3,23925,68,8268,8480,Online,29,Yes,16197,786,75136,0.2748725597910052,545,Good,0.7074560308680621,18-30,40K-60K,True,0.0028422152560083,61-80%,Low,1
317,53,Female,139374,Self-Employed,East,Checking,4,24415,351,8770,7767,Online,25,No,12984,4419,53713,0.860638737881989,495,Good,0.604834218003285,51-60,100K-150K,True,0.0143764079459348,61-80%,Very High,1
319,57,Male,63098,Student,West,Checking,3,6572,397,2515,3320,Online,29,Yes,3980,4791,5500,0.0472693200131183,735,Average,0.2476563598161785,51-60,60K-80K,False,0.060407790626902,21-40%,Very Low,1
320,37,Male,65511,Retired,North,Checking,3,19576,429,7558,4932,Branch,16,No,2269,4615,8233,0.2243444484332045,329,Good,0.2773587085372722,31-40,60K-80K,False,0.0219145892930118,21-40%,Low,1
322,65,Female,135131,Self-Employed,South,Checking,3,30442,14,8579,9701,Mobile,7,No,3508,663,56500,0.2061695045513869,353,Average,0.056661306098511,61-70,100K-150K,True,0.0004598909401484,0-20%,Low,1
323,42,Female,48750,Retired,Central,Savings,3,22150,462,9978,939,Branch,24,No,17580,399,12853,0.5770217386102231,662,Average,0.3141841923005288,41-50,40K-60K,False,0.0208577878103837,21-40%,Medium,1
324,52,Female,111610,Self-Employed,South,Savings,3,31424,229,4329,2665,Mobile,28,No,14990,2345,36202,0.1825023826114903,331,Average,0.9190137305897428,51-60,100K-150K,False,0.0072874236252545,81-100%,Very Low,1
326,46,Male,75398,Retired,North,Checking,4,26003,186,6050,1441,Mobile,7,No,13838,3495,47837,0.6754652369483611,844,Good,0.9309322236386078,41-50,60K-80K,False,0.0071530208052916,81-100%,High,1
327,35,Male,102542,Unemployed,South,Checking,3,20472,14,9769,1721,Online,17,No,2136,3626,71808,0.8701029604427283,554,Average,0.8409024800300909,31-40,100K-150K,True,0.0006838608831574,81-100%,Very High,1
329,35,Male,137725,Professional,South,Checking,4,11423,364,2784,6908,Mobile,28,Yes,2644,4134,20148,0.0579947232168486,725,Average,0.1069960838685334,31-40,100K-150K,False,0.0318655344480434,0-20%,Very Low,1
330,19,Male,64345,Professional,South,Savings,4,40378,420,2131,3637,Branch,14,Yes,7541,3615,2722,0.9230263043709592,720,Average,0.025675686740553,18-30,60K-80K,False,0.0104017038981623,0-20%,Very High,1
335,50,Female,30222,Retired,East,Savings,3,30270,451,7161,3179,Mobile,6,Yes,7058,1564,21585,0.5640350620366527,524,Poor,0.0747699727501297,41-50,20K-40K,False,0.0148992401717872,0-20%,Medium,1
336,21,Female,109322,Unemployed,West,Checking,4,49866,237,510,1483,Branch,14,No,7026,1669,71299,0.0959466617218307,300,Poor,0.5419634056442318,18-30,100K-150K,True,0.0047527373360606,41-60%,Very Low,1
338,31,Female,20386,Student,North,Checking,3,45480,38,4279,8432,Branch,6,Yes,10996,1337,83956,0.0647021135271392,780,Average,0.6334127056794591,31-40,20K-40K,True,0.0008355321020228,61-80%,Very Low,1
339,38,Male,84334,Student,North,Savings,3,49864,47,581,6560,Mobile,13,Yes,13236,194,15828,0.9100865637153694,602,Average,0.7576691130643238,31-40,80K-100K,False,0.0009425637734638,61-80%,Very High,1
341,37,Male,60878,Self-Employed,West,Checking,4,11294,137,8271,728,Online,18,Yes,712,4684,39852,0.3913864827301385,620,Good,0.5047696242597254,31-40,60K-80K,False,0.0121303346909863,41-60%,Low,1
342,25,Female,89669,Unemployed,East,Checking,3,6816,407,371,1749,Online,4,Yes,7923,1174,66549,0.7578354616269419,654,Average,0.4008455273397137,18-30,80K-100K,True,0.0597124413145539,41-60%,High,1
351,39,Female,61521,Self-Employed,North,Checking,4,7052,454,2634,8336,Online,21,Yes,1134,2504,50331,0.2803760183680072,713,Good,0.9133771019453312,31-40,60K-80K,False,0.0643788996029495,81-100%,Low,1
352,63,Female,38383,Student,West,Checking,4,1853,142,1291,692,Mobile,25,No,1838,4926,91587,0.8539829446271381,607,Poor,0.9924753585993906,61-70,20K-40K,True,0.0766324878575283,81-100%,Very High,1
354,55,Male,62889,Professional,Central,Checking,4,47604,389,6197,2098,Online,2,Yes,2221,2347,61015,0.644695461488059,520,Poor,0.7820397461378435,51-60,60K-80K,True,0.0081715822199815,61-80%,High,1
355,55,Male,34633,Self-Employed,South,Savings,4,16429,258,122,4337,Branch,2,Yes,17794,2288,77363,0.8483076270472668,422,Poor,0.9573376891221924,51-60,20K-40K,True,0.015703938158135,81-100%,Very High,1
356,62,Male,82244,Student,Central,Checking,4,23876,306,3303,6972,Branch,18,Yes,2138,898,23458,0.8533233648761881,495,Poor,0.5408946336610237,61-70,80K-100K,False,0.0128162171217959,41-60%,Very High,1
358,25,Female,39163,Professional,West,Checking,4,11495,207,373,3156,Mobile,27,Yes,3728,2443,2808,0.7932036708575023,411,Poor,0.0070810569283197,18-30,20K-40K,False,0.018007829491083,0-20%,High,1
362,38,Male,103597,Unemployed,Central,Savings,4,3463,281,8588,242,Online,14,No,8685,4917,92695,0.5169032311774993,494,Good,0.3924468699188306,31-40,100K-150K,True,0.0811435171816344,21-40%,Medium,1
363,47,Male,65101,Retired,South,Checking,3,15654,425,7956,8200,Mobile,4,Yes,12390,1644,71018,0.7676503033302593,372,Good,0.8960170484548281,41-50,60K-80K,True,0.02714961032324,81-100%,High,1
364,50,Male,64706,Self-Employed,Central,Checking,3,10177,489,8120,6947,Online,1,Yes,439,3027,32755,0.5762529280915827,361,Good,0.1884667736881088,41-50,60K-80K,False,0.048049523435197,0-20%,Medium,1
367,50,Male,95379,Retired,North,Checking,3,22750,61,8387,3741,Branch,15,No,6610,1651,16923,0.6544195352673374,561,Average,0.6954093037078845,41-50,80K-100K,False,0.0026813186813186,61-80%,High,1
369,65,Female,59979,Self-Employed,South,Savings,4,49809,73,8432,6826,Online,19,No,7003,825,82796,0.6690054253207438,496,Good,0.0035972786078513,61-70,40K-60K,True,0.0014655985866008,0-20%,High,1
370,36,Female,60641,Retired,East,Savings,3,5000,202,5536,3362,Branch,10,No,18637,4714,88109,0.9817047477631976,320,Average,0.0386533317433904,31-40,60K-80K,True,0.0404,0-20%,Very High,1
371,21,Male,89377,Retired,East,Savings,4,17173,156,6806,8098,Mobile,23,No,18089,725,58149,0.2610077644375812,526,Poor,0.5711557144288617,18-30,80K-100K,True,0.0090840272520817,41-60%,Low,1
372,52,Female,141786,Student,North,Checking,3,8670,212,866,6663,Branch,17,Yes,12969,4810,63771,0.9957489072395092,676,Average,0.5303075074902717,51-60,100K-150K,True,0.0244521337946943,41-60%,Very High,1
374,34,Male,30633,Unemployed,South,Savings,4,22280,155,9124,701,Online,5,Yes,15230,2800,69975,0.6078343821955284,829,Good,0.0939845580456336,31-40,20K-40K,True,0.0069569120287253,0-20%,High,1
376,45,Male,123189,Retired,North,Checking,4,42645,426,4810,1168,Branch,10,Yes,13556,2315,63261,0.1024549954904455,590,Good,0.013911549332455,41-50,100K-150K,True,0.0099894477664438,0-20%,Very Low,1
377,47,Male,20594,Student,South,Checking,4,2661,212,753,6157,Online,18,Yes,13888,3999,77807,0.9902089140590282,747,Average,0.9401924335977848,41-50,20K-40K,True,0.0796692972566704,81-100%,Very High,1
378,46,Male,34393,Professional,North,Checking,3,8482,247,8433,4465,Mobile,24,No,6565,3798,41580,0.9185199765838769,466,Poor,0.3056194961006313,41-50,20K-40K,False,0.0291204904503654,21-40%,Very High,1
381,52,Male,108279,Self-Employed,Central,Checking,4,24275,241,6142,2523,Mobile,14,Yes,14591,3169,62290,0.2137616020421153,814,Average,0.1400105356985882,51-60,100K-150K,True,0.0099279093717816,0-20%,Low,1
382,58,Male,117507,Student,South,Checking,4,30532,12,2977,2088,Branch,25,Yes,2518,4902,74558,0.0891786892354674,436,Average,0.0411669151182071,51-60,100K-150K,True,0.0003930302633302,0-20%,Very Low,1
383,54,Female,136184,Retired,North,Checking,3,13092,106,4706,4888,Online,3,No,9399,2800,30270,0.0646922012350951,452,Average,0.2966193193233809,51-60,100K-150K,False,0.0080965475099297,21-40%,Very Low,1
385,46,Male,24861,Unemployed,North,Savings,3,20222,474,5494,3990,Online,20,Yes,2124,377,88387,0.7022706264250032,692,Poor,0.676588897947331,41-50,20K-40K,True,0.0234398180199782,61-80%,High,1
389,52,Male,111713,Self-Employed,West,Checking,3,14475,383,483,7729,Mobile,21,No,10591,961,35486,0.8967057258442334,827,Average,0.1810983883888677,51-60,100K-150K,False,0.0264594127806563,0-20%,Very High,1
393,49,Female,44009,Unemployed,South,Savings,3,28865,471,2742,4270,Mobile,20,No,5935,4260,76169,0.681139594681423,826,Good,0.0074545140702491,41-50,40K-60K,True,0.0163173393382989,0-20%,High,1
396,20,Female,100636,Professional,South,Checking,4,8539,176,3088,1905,Mobile,22,Yes,17644,4860,37224,0.7826960916400687,587,Poor,0.7322503444866088,18-30,100K-150K,False,0.0206113128000936,61-80%,High,1
399,59,Female,37430,Student,Central,Checking,4,34988,447,861,7570,Online,4,Yes,8882,2468,17037,0.8522663825640336,386,Average,0.1848591536803707,51-60,20K-40K,False,0.0127758088487481,0-20%,Very High,1
402,57,Female,110510,Retired,West,Savings,4,44828,160,2244,3204,Online,5,No,18572,438,15409,0.4209308348172971,494,Poor,0.4718001429249656,51-60,100K-150K,False,0.0035691978227893,41-60%,Medium,1
403,63,Female,116665,Student,East,Savings,3,11253,265,1898,1482,Mobile,29,No,2862,964,42564,0.3539412504925169,687,Good,0.8010411192922593,61-70,100K-150K,False,0.0235492757486892,81-100%,Low,1
405,67,Female,82294,Retired,West,Checking,4,36675,304,7697,4213,Online,26,No,12094,366,82485,0.3181349530726062,806,Good,0.1561122788826823,61-70,80K-100K,True,0.0082890252215405,0-20%,Low,1
410,19,Female,133784,Retired,East,Checking,3,15248,353,9246,4003,Online,11,Yes,6556,380,87518,0.7474574997854971,611,Poor,0.9557747058208668,18-30,100K-150K,True,0.0231505771248688,81-100%,High,1
415,34,Male,126664,Student,East,Savings,3,11701,212,3132,8940,Branch,19,Yes,5427,1791,2400,0.6875304060978862,630,Average,0.215667473424546,31-40,100K-150K,False,0.0181181095632851,21-40%,High,1
416,57,Female,98533,Retired,North,Checking,3,28501,399,3839,1231,Online,28,No,11021,4424,65998,0.4952166687702887,323,Average,0.1896425195561373,51-60,80K-100K,True,0.0139995087891652,0-20%,Medium,1
419,60,Female,60078,Unemployed,South,Savings,4,16135,205,4122,9797,Mobile,26,Yes,4972,2649,37268,0.6906096639152363,790,Poor,0.5448791857631382,51-60,60K-80K,False,0.0127052990393554,41-60%,High,1
420,65,Female,75332,Professional,North,Checking,3,27203,390,7767,9017,Branch,12,Yes,7265,4457,22560,0.0529512302443572,652,Average,0.890551605771758,61-70,60K-80K,False,0.0143366540455096,81-100%,Very Low,1
422,46,Female,74532,Professional,East,Checking,3,42641,401,9861,2926,Branch,17,No,7600,4723,19184,0.8376379862518601,464,Poor,0.1242696097528172,41-50,60K-80K,False,0.0094040946506883,0-20%,Very High,1
425,52,Female,63336,Retired,West,Savings,3,16516,398,6028,5563,Mobile,11,No,8818,4278,75665,0.2898809952206,759,Good,0.4732691174160159,51-60,60K-80K,True,0.0240978445144102,41-60%,Low,1
426,67,Female,28070,Unemployed,East,Savings,4,32453,95,6454,536,Branch,10,No,6608,3967,78044,0.1212893508715921,787,Average,0.4992818275128385,61-70,20K-40K,True,0.0029273102640742,41-60%,Very Low,1
428,41,Female,109043,Professional,South,Savings,3,47659,220,5724,907,Mobile,27,Yes,445,1389,15033,0.0043663306373855,657,Average,0.5660233908008284,41-50,100K-150K,False,0.0046161270693887,41-60%,Very Low,1
430,24,Male,26589,Student,West,Checking,4,21653,5,9277,1773,Branch,17,Yes,2771,561,99129,0.0981643308861529,523,Good,0.6512923172359535,18-30,20K-40K,True,0.0002309148847734,61-80%,Very Low,1
431,53,Male,84409,Unemployed,North,Savings,3,49008,148,4967,654,Branch,23,No,13451,2173,74050,0.596470167466027,834,Poor,0.9617287634866942,51-60,80K-100K,True,0.0030199151158994,81-100%,Medium,1
432,62,Female,112995,Professional,East,Checking,3,16909,254,2772,8207,Mobile,21,Yes,1448,3474,48437,0.004577140249128,726,Poor,0.9261655620183804,61-70,100K-150K,False,0.0150215861375598,81-100%,Very Low,1
433,37,Female,35589,Professional,South,Checking,3,26935,175,7871,723,Online,1,No,8407,4185,27465,0.0624304620106938,604,Average,0.8344516036606474,31-40,20K-40K,False,0.006497122702803,81-100%,Very Low,1
436,63,Female,80840,Self-Employed,North,Savings,3,37138,80,2151,7841,Branch,22,Yes,4591,683,36992,0.7941362211784406,531,Average,0.589668185554549,61-70,80K-100K,False,0.0021541278474877,41-60%,High,1
439,29,Male,46732,Professional,North,Savings,3,40670,254,4551,3616,Mobile,17,Yes,11919,2549,1672,0.7491959034132766,366,Good,0.5763647977681169,18-30,40K-60K,False,0.0062453897221539,41-60%,High,1
440,68,Male,117047,Unemployed,East,Checking,4,41173,271,4663,5008,Online,8,Yes,2354,4079,30957,0.1833447987571654,455,Poor,0.2419467698647094,61-70,100K-150K,False,0.0065819833385956,21-40%,Very Low,1
